policyID,statecode,county,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2012,hu_site_deductible,point_latitude,line,construction,point_granularity
879316,FL,SANTA ROSA COUNTY,75870,75870,75870,78962.46,1517.4,30.39245,Residential,Wood,3
710780,FL,SANTA ROSA COUNTY,111780,111780,111780,147186.54,2235.6,30.39245,Residential,Wood,3
745558,FL,SANTA ROSA COUNTY,540,540,540,640.99,10.8,30.39245,Residential,Wood,3
317535,FL,SANTA ROSA COUNTY,540,540,540,692.52,10.8,30.39245,Residential,Wood,3
207231,FL,SANTA ROSA COUNTY,3420,3420,3420,4407.59,68.4,30.39245,Residential,Wood,3
439562,FL,SANTA ROSA COUNTY,3420,3420,3420,2895.78,68.4,30.39245,Residential,Wood,3
824767,FL,SANTA ROSA COUNTY,3420,3420,3420,3948.52,68.4,30.39245,Residential,Wood,3
860072,FL,SANTA ROSA COUNTY,3420,3420,3420,5152.15,68.4,30.39245,Residential,Wood,3
206961,FL,SANTA ROSA COUNTY,3420,3420,3420,3457.65,68.4,30.39245,Residential,Wood,3
868341,FL,SANTA ROSA COUNTY,3420,3420,3420,3396.63,68.4,30.39245,Residential,Wood,3
680474,FL,SANTA ROSA COUNTY,4770,4770,4770,7684.41,95.4,30.39245,Residential,Wood,3
428430,FL,SANTA ROSA COUNTY,3846167.5,0,0,6103371.67,0,30.387051,Commercial,Reinforced Masonry,1
215439,FL,SANTA ROSA COUNTY,1279260,1279260,1279260,1056095.65,63963,30.38632,Residential,Masonry,1
481384,FL,SANTA ROSA COUNTY,330399.9,0,0,246775.69,0,30.40409,Residential,Wood,1
924346,FL,SANTA ROSA COUNTY,36424.92,0,0,37513.92,0,30.385937,Residential,Wood,1
361021,FL,SANTA ROSA COUNTY,751348.85,0,0,721153.64,0,30.37498,Residential,Masonry,1
655610,FL,OKALOOSA COUNTY,188910.9,0,0,217160.64,0,30.715397,Residential,Wood,1
934022,FL,SANTA ROSA COUNTY,3434580,3434580,3434580,4638434.64,68691.6,30.77767,Commercial,Reinforced Masonry,1
405382,FL,SANTA ROSA COUNTY,15264,15264,15264,24497.9,0,30.77767,Residential,Wood,1
573268,FL,SANTA ROSA COUNTY,6480,6480,6480,9331.2,129.6,30.77767,Residential,Wood,1
377718,FL,SANTA ROSA COUNTY,77310,77310,77310,125381.36,1546.2,30.77767,Residential,Wood,1
154462,FL,SANTA ROSA COUNTY,1800,1800,1800,2472.31,36,30.77767,Residential,Wood,1
935950,FL,SANTA ROSA COUNTY,540,540,540,450.59,10.8,30.77767,Residential,Wood,1
484776,FL,SANTA ROSA COUNTY,540,540,540,677.26,10.8,30.77767,Residential,Wood,1
355148,FL,SANTA ROSA COUNTY,97200,97200,97200,123606.32,1944,30.77767,Residential,Wood,1
204231,FL,SANTA ROSA COUNTY,2250,2250,2250,2647.51,45,30.77767,Residential,Wood,1
758924,FL,SANTA ROSA COUNTY,1980,1980,1980,2053.72,39.6,30.77767,Residential,Wood,1
702105,FL,SANTA ROSA COUNTY,540,540,540,588.68,10.8,30.77767,Residential,Wood,1
609967,FL,SANTA ROSA COUNTY,450,450,450,617.46,9,30.77767,Residential,Wood,1
916840,FL,SANTA ROSA COUNTY,450,450,450,467.81,9,30.77767,Residential,Wood,1
723783,FL,SANTA ROSA COUNTY,450,450,450,419.48,9,30.77767,Residential,Wood,1
931709,FL,SANTA ROSA COUNTY,450,450,450,679.54,9,30.77767,Residential,Wood,1
328567,FL,SANTA ROSA COUNTY,450,450,450,574.85,9,30.77767,Residential,Wood,1
433520,FL,SANTA ROSA COUNTY,450,450,450,669.8,9,30.77767,Residential,Wood,1
421307,FL,SANTA ROSA COUNTY,450,450,450,389.97,9,30.77767,Residential,Wood,1
616888,FL,SANTA ROSA COUNTY,171702,171702,171702,249358.69,0,30.940348,Residential,Wood,1
742840,FL,SANTA ROSA COUNTY,1800,1800,1800,2255.73,36,30.940348,Residential,Wood,1
961261,FL,SANTA ROSA COUNTY,270,270,270,408.01,5.4,30.940348,Residential,Wood,1
312921,FL,SANTA ROSA COUNTY,270,270,270,332.97,5.4,30.940348,Residential,Wood,1
996298,FL,SANTA ROSA COUNTY,2430,2430,2430,2590.74,48.6,30.940348,Residential,Wood,1
889576,FL,SANTA ROSA COUNTY,540,540,540,652.3,10.8,30.940348,Residential,Wood,1
336265,FL,SANTA ROSA COUNTY,540,540,540,673.92,10.8,30.940348,Residential,Wood,1
867761,FL,SANTA ROSA COUNTY,540,540,540,529.42,10.8,30.940348,Residential,Wood,1
447892,FL,SANTA ROSA COUNTY,450,450,450,442.55,9,30.940348,Residential,Wood,1
616915,FL,SANTA ROSA COUNTY,3420,3420,3420,2823.77,68.4,30.934679,Residential,Wood,3
888181,FL,SANTA ROSA COUNTY,602064,602064,602064,702106.57,0,30.941294,Residential,Masonry,1
549952,FL,SANTA ROSA COUNTY,65880,65880,65880,101242.28,1317.6,30.941294,Residential,Wood,1
745622,FL,SANTA ROSA COUNTY,572184,572184,572184,700353.22,0,30.941294,Residential,Masonry,1
674160,FL,SANTA ROSA COUNTY,21870,21870,21870,38598.47,437.4,30.941294,Residential,Wood,1
291839,FL,SANTA ROSA COUNTY,11028.6,11028.6,11028.6,15286.87,0,30.941294,Residential,Wood,1
587343,FL,SANTA ROSA COUNTY,40383,40383,40383,53212.28,0,30.941294,Residential,Wood,1
410984,FL,SANTA ROSA COUNTY,21690,21690,21690,17034.81,433.8,30.941294,Residential,Wood,1
444661,FL,SANTA ROSA COUNTY,3951,3951,3951,4998.03,0,30.941294,Residential,Wood,1
268530,FL,SANTA ROSA COUNTY,30240,30240,30240,48043.2,604.8,30.941294,Residential,Wood,1
824378,FL,SANTA ROSA COUNTY,10269,10269,10269,11740.55,0,30.941294,Residential,Wood,1
831910,FL,SANTA ROSA COUNTY,67410,67410,67410,84716.57,1348.2,30.941294,Residential,Wood,1
160889,FL,SANTA ROSA COUNTY,1800,1800,1800,2490.72,36,30.941294,Residential,Wood,1
852682,FL,SANTA ROSA COUNTY,1440,1440,1440,2212.36,28.8,30.941294,Residential,Wood,1
318811,FL,SANTA ROSA COUNTY,1440,1440,1440,1717.77,28.8,30.941294,Residential,Wood,1
356824,FL,SANTA ROSA COUNTY,2880,2880,2880,3318.22,57.6,30.941294,Residential,Wood,1
635094,FL,SANTA ROSA COUNTY,2880,2880,2880,2936.22,57.6,30.941294,Residential,Wood,1
299775,FL,SANTA ROSA COUNTY,136620,136620,136620,177924.6,2732.4,30.941294,Residential,Wood,1
241604,FL,SANTA ROSA COUNTY,1800,1800,1800,1425.09,36,30.941294,Residential,Wood,1
574570,FL,SANTA ROSA COUNTY,26820,26820,26820,26061.05,536.4,30.941294,Residential,Wood,1
663265,FL,SANTA ROSA COUNTY,17100,17100,17100,26030.44,342,30.941294,Residential,Wood,1
876259,FL,SANTA ROSA COUNTY,19800,19800,19800,28755.54,396,30.941294,Residential,Wood,1
339351,FL,SANTA ROSA COUNTY,19800,19800,19800,28272.42,396,30.941294,Residential,Wood,1
522848,FL,SANTA ROSA COUNTY,10800,10800,10800,9959,216,30.941294,Residential,Wood,1
410190,FL,SANTA ROSA COUNTY,10800,10800,10800,11104.56,216,30.941294,Residential,Wood,1
955014,FL,SANTA ROSA COUNTY,450,450,450,403.56,9,30.941294,Residential,Wood,1
691750,FL,SANTA ROSA COUNTY,450,450,450,443.56,9,30.941294,Residential,Wood,1
487472,FL,SANTA ROSA COUNTY,450,450,450,401.59,9,30.941294,Residential,Wood,1
553269,FL,SANTA ROSA COUNTY,450,450,450,609.8,9,30.941294,Residential,Wood,1
754185,FL,SANTA ROSA COUNTY,450,450,450,539.14,9,30.941294,Residential,Wood,1
319628,FL,SANTA ROSA COUNTY,450,450,450,425.87,9,30.941294,Residential,Wood,1
163711,FL,SANTA ROSA COUNTY,450,450,450,444.96,9,30.941294,Residential,Wood,1
201993,FL,SANTA ROSA COUNTY,450,450,450,612.85,9,30.941294,Residential,Wood,1
200790,FL,SANTA ROSA COUNTY,145501.7,0,0,234925.88,0,30.956598,Residential,Wood,3
246049,FL,SANTA ROSA COUNTY,26627.76,0,0,28515.14,0,30.952525,Residential,Wood,1
948699,FL,SANTA ROSA COUNTY,19970.82,0,0,19082.32,0,30.956598,Residential,Wood,3
350602,FL,SANTA ROSA COUNTY,95099.15,0,0,99584.79,0,30.9472,Residential,Wood,3
481169,FL,SANTA ROSA COUNTY,237747.88,0,0,253754.25,0,30.954294,Residential,Wood,1
702608,FL,SANTA ROSA COUNTY,11411.9,0,0,16661.37,0,30.779675,Residential,Wood,3
536914,FL,SANTA ROSA COUNTY,44696.6,0,0,45926.65,0,30.952525,Residential,Wood,1
368936,FL,SANTA ROSA COUNTY,1141189.8,0,0,1378774.11,0,30.952068,Residential,Masonry,1
551454,FL,SANTA ROSA COUNTY,97001.13,0,0,160387.11,0,30.9035,Residential,Wood,4
132393,FL,SANTA ROSA COUNTY,72275.35,0,0,114553.55,0,30.9035,Residential,Wood,4
217481,FL,SANTA ROSA COUNTY,42794.62,0,0,46478.21,0,30.9035,Residential,Wood,4
631168,FL,SANTA ROSA COUNTY,8558.92,0,0,11862.67,0,30.9035,Residential,Wood,4
585613,FL,SANTA ROSA COUNTY,190198.3,0,0,172182.72,0,30.9035,Residential,Wood,4
649966,FL,SANTA ROSA COUNTY,38039.66,0,0,35106.65,0,30.9035,Residential,Wood,4
365528,FL,SANTA ROSA COUNTY,458154,458154,458154,541735.95,0,30.403687,Residential,Masonry,1
568720,FL,SANTA ROSA COUNTY,426690,426690,426690,611902.9,8533.8,30.403687,Residential,Masonry,1
221163,FL,SANTA ROSA COUNTY,62460,62460,62460,78699.6,1249.2,30.403687,Residential,Wood,1
229391,FL,SANTA ROSA COUNTY,77310,77310,77310,64300.66,1546.2,30.403687,Residential,Wood,1
343642,FL,SANTA ROSA COUNTY,77310,77310,77310,88986.9,1546.2,30.403687,Residential,Wood,1
441943,FL,SANTA ROSA COUNTY,223236,223236,223236,373496.15,0,30.403687,Residential,Wood,1
185554,FL,SANTA ROSA COUNTY,2880,2880,2880,3939.84,57.6,30.403687,Residential,Wood,1
351168,FL,SANTA ROSA COUNTY,540,540,540,499.69,10.8,30.403687,Residential,Wood,1
241069,FL,SANTA ROSA COUNTY,13500,13500,13500,15248.9,270,30.403687,Residential,Wood,1
179554,FL,SANTA ROSA COUNTY,360,360,360,467.86,7.2,30.403687,Residential,Wood,1
844499,FL,SANTA ROSA COUNTY,15570,15570,15570,13398.67,311.4,30.405869,Residential,Wood,1
664569,FL,SANTA ROSA COUNTY,1800,1800,1800,2136.32,36,30.405869,Residential,Wood,1
198278,FL,SANTA ROSA COUNTY,1440,1440,1440,1466.59,28.8,30.405869,Residential,Wood,1
199551,FL,SANTA ROSA COUNTY,540,540,540,522.29,10.8,30.405869,Residential,Wood,1
484635,FL,SANTA ROSA COUNTY,540,540,540,610.75,10.8,30.405869,Residential,Wood,1
409271,FL,SANTA ROSA COUNTY,540,540,540,834.52,10.8,30.405869,Residential,Wood,1
394119,FL,SANTA ROSA COUNTY,540,540,540,631.91,10.8,30.405869,Residential,Wood,1
494064,FL,SANTA ROSA COUNTY,540,540,540,829.93,10.8,30.405869,Residential,Wood,1
963080,FL,SANTA ROSA COUNTY,900,900,900,1213.23,18,30.405869,Residential,Wood,1
430560,FL,SANTA ROSA COUNTY,900,900,900,1291.51,18,30.405869,Residential,Wood,1
465189,FL,SANTA ROSA COUNTY,900,900,900,1359.07,18,30.405869,Residential,Wood,1
628466,FL,SANTA ROSA COUNTY,2970,2970,2970,3017.14,59.4,30.405869,Residential,Wood,1
516556,FL,SANTA ROSA COUNTY,2970,2970,2970,3674.29,59.4,30.405869,Residential,Wood,1
553418,FL,SANTA ROSA COUNTY,2970,2970,2970,2531.45,59.4,30.405869,Residential,Wood,1
966742,FL,SANTA ROSA COUNTY,4500,4500,4500,3772.35,90,30.405869,Residential,Wood,1
512569,FL,SANTA ROSA COUNTY,450,450,450,721.28,9,30.405869,Residential,Wood,1
898510,FL,SANTA ROSA COUNTY,16020000,16020000,16020000,12060000,320509.8,30.407187,Commercial,Reinforced Concrete,1
424262,FL,SANTA ROSA COUNTY,270,270,270,238.2,5.4,30.407187,Residential,Wood,1
224938,FL,SANTA ROSA COUNTY,1890,1890,1890,3137.32,37.8,30.407187,Residential,Wood,1
820799,FL,SANTA ROSA COUNTY,42840,42840,42840,64954.01,856.8,30.407187,Residential,Wood,1
394574,FL,SANTA ROSA COUNTY,270,270,270,377.33,5.4,30.407187,Residential,Wood,1
726360,FL,SANTA ROSA COUNTY,270,270,270,394.29,5.4,30.407187,Residential,Wood,1
206832,FL,SANTA ROSA COUNTY,13230,13230,13230,18232,264.6,30.42248,Residential,Wood,1
474001,FL,SANTA ROSA COUNTY,253710,253710,253710,256470.36,5074.2,30.42248,Residential,Wood,1
233135,FL,SANTA ROSA COUNTY,599112,599112,599112,958950.65,0,30.42248,Residential,Masonry,1
279575,FL,SANTA ROSA COUNTY,15957,15957,15957,20143.35,0,30.42248,Residential,Wood,1
516660,FL,SANTA ROSA COUNTY,15570,15570,15570,14144.72,311.4,30.42248,Residential,Wood,1
203729,FL,SANTA ROSA COUNTY,74880,74880,74880,63823.14,1497.6,30.42248,Residential,Wood,1
390038,FL,SANTA ROSA COUNTY,1800,1800,1800,1811.06,36,30.42248,Residential,Wood,1
872346,FL,SANTA ROSA COUNTY,1800,1800,1800,1573.08,36,30.42248,Residential,Wood,1
763634,FL,SANTA ROSA COUNTY,450,450,450,629.87,9,30.42248,Residential,Wood,1
243262,FL,SANTA ROSA COUNTY,270,270,270,210.25,5.4,30.42248,Residential,Wood,1
354281,FL,SANTA ROSA COUNTY,3420,3420,3420,4334.69,68.4,30.42248,Residential,Wood,1
121341,FL,SANTA ROSA COUNTY,3420,3420,3420,5089.45,68.4,30.42248,Residential,Wood,1
709982,FL,SANTA ROSA COUNTY,2430,2430,2430,1904.28,48.6,30.42248,Residential,Wood,1
614581,FL,SANTA ROSA COUNTY,540,540,540,773.88,10.8,30.42248,Residential,Wood,1
783292,FL,SANTA ROSA COUNTY,540,540,540,699.52,10.8,30.42248,Residential,Wood,1
734320,FL,SANTA ROSA COUNTY,540,540,540,814.11,10.8,30.42248,Residential,Wood,1
114779,FL,SANTA ROSA COUNTY,540,540,540,684.64,10.8,30.42248,Residential,Wood,1
561447,FL,SANTA ROSA COUNTY,540,540,540,685.04,10.8,30.42248,Residential,Wood,1
677948,FL,SANTA ROSA COUNTY,900,900,900,960.59,18,30.42248,Residential,Wood,1
702618,FL,SANTA ROSA COUNTY,900,900,900,751.84,18,30.42248,Residential,Wood,1
552294,FL,SANTA ROSA COUNTY,720,720,720,697.53,14.4,30.42248,Residential,Wood,1
971902,FL,SANTA ROSA COUNTY,355860,355860,355860,521983.63,7117.2,30.42248,Residential,Wood,1
281570,FL,SANTA ROSA COUNTY,13590,13590,13590,17327.25,271.8,30.42248,Residential,Wood,1
863607,FL,SANTA ROSA COUNTY,2970,2970,2970,4970.58,59.4,30.42248,Residential,Wood,1
669451,FL,SANTA ROSA COUNTY,1350,1350,1350,2215.07,27,30.42248,Residential,Wood,1
819137,FL,SANTA ROSA COUNTY,4050,4050,4050,5183.8,81,30.42248,Residential,Wood,1
678728,FL,SANTA ROSA COUNTY,4500,4500,4500,6617.85,90,30.42248,Residential,Wood,1
864540,FL,SANTA ROSA COUNTY,22680,22680,22680,35982,453.6,30.42248,Residential,Wood,1
559041,FL,SANTA ROSA COUNTY,30960,30960,30960,38729.85,619.2,30.42248,Residential,Wood,1
203108,FL,SANTA ROSA COUNTY,30960,30960,30960,27162.57,619.2,30.42248,Residential,Wood,1
831918,FL,SANTA ROSA COUNTY,30960,30960,30960,47308.89,619.2,30.42248,Residential,Wood,1
947119,FL,SANTA ROSA COUNTY,30960,30960,30960,33769.31,619.2,30.42248,Residential,Wood,1
124330,FL,SANTA ROSA COUNTY,10710,10710,10710,11395.44,214.2,30.42248,Residential,Wood,1
189908,FL,SANTA ROSA COUNTY,14850,14850,14850,26307.67,297,30.42248,Residential,Wood,1
717003,FL,SANTA ROSA COUNTY,450,450,450,393.11,9,30.42248,Residential,Wood,1
971894,FL,SANTA ROSA COUNTY,450,450,450,418.14,9,30.42248,Residential,Wood,1
251176,FL,SANTA ROSA COUNTY,10152,10152,10152,11133.5,0,30.42248,Residential,Wood,1
853884,FL,SANTA ROSA COUNTY,10152,10152,10152,8591.11,0,30.42248,Residential,Wood,1
224598,FL,SANTA ROSA COUNTY,72810,72810,72810,71175.42,1456.2,30.405083,Residential,Wood,1
262047,FL,SANTA ROSA COUNTY,65520,65520,65520,48301.34,1310.4,30.405083,Residential,Wood,1
131199,FL,SANTA ROSA COUNTY,65520,65520,65520,52344.71,1310.4,30.405083,Residential,Wood,1
772286,FL,SANTA ROSA COUNTY,74880,74880,74880,105431.64,1497.6,30.405083,Residential,Wood,1
131646,FL,SANTA ROSA COUNTY,74880,74880,74880,87111.2,1497.6,30.405083,Residential,Wood,1
437681,FL,SANTA ROSA COUNTY,270,270,270,422.27,5.4,30.405083,Residential,Wood,1
570809,FL,SANTA ROSA COUNTY,3420,3420,3420,4688.41,68.4,30.405083,Residential,Wood,1
358961,FL,SANTA ROSA COUNTY,3420,3420,3420,5429.59,68.4,30.405083,Residential,Wood,1
914982,FL,SANTA ROSA COUNTY,3420,3420,3420,3772.7,68.4,30.405083,Residential,Wood,1
547262,FL,SANTA ROSA COUNTY,13500,13500,13500,22324.3,270,30.405083,Residential,Wood,1
860359,FL,SANTA ROSA COUNTY,900,900,900,1099.67,18,30.405083,Residential,Wood,1
103256,FL,SANTA ROSA COUNTY,72810,72810,72810,97726.16,1456.2,30.404409,Residential,Wood,3
553827,FL,SANTA ROSA COUNTY,15570,15570,15570,16395.96,311.4,30.404409,Residential,Wood,3
330354,FL,SANTA ROSA COUNTY,8550,8550,8550,8609.23,171,30.404409,Residential,Wood,3
559773,FL,SANTA ROSA COUNTY,74880,74880,74880,104216.49,1497.6,30.404409,Residential,Wood,3
178596,FL,SANTA ROSA COUNTY,540,540,540,525.8,10.8,30.404409,Residential,Wood,3
667270,FL,SANTA ROSA COUNTY,450,450,450,414.5,9,30.404409,Residential,Wood,3
692828,FL,SANTA ROSA COUNTY,540,540,540,782.46,10.8,30.404409,Residential,Wood,3
274799,FL,SANTA ROSA COUNTY,540,540,540,536.98,10.8,30.404409,Residential,Wood,3
969352,FL,SANTA ROSA COUNTY,2880,2880,2880,4141.43,57.6,30.404409,Residential,Wood,3
301077,FL,SANTA ROSA COUNTY,540,540,540,646.09,10.8,30.404409,Residential,Wood,3
573151,FL,SANTA ROSA COUNTY,540,540,540,809.81,10.8,30.404409,Residential,Wood,3
887069,FL,SANTA ROSA COUNTY,540,540,540,789.25,10.8,30.404409,Residential,Wood,3
726288,FL,SANTA ROSA COUNTY,540,540,540,727.32,10.8,30.404409,Residential,Wood,3
631747,FL,SANTA ROSA COUNTY,540,540,540,813.76,10.8,30.404409,Residential,Wood,3
736988,FL,SANTA ROSA COUNTY,126900,126900,126900,168873.19,2538,30.404409,Residential,Wood,3
388134,FL,SANTA ROSA COUNTY,3780,3780,3780,4250.41,75.6,30.404409,Residential,Wood,3
240970,FL,SANTA ROSA COUNTY,3780,3780,3780,3375.33,75.6,30.404409,Residential,Wood,3
965499,FL,SANTA ROSA COUNTY,3780,3780,3780,3375.33,75.6,30.404409,Residential,Wood,3
711597,FL,SANTA ROSA COUNTY,5220,5220,5220,8547.07,104.4,30.404409,Residential,Wood,3
738634,FL,SANTA ROSA COUNTY,2700,2700,2700,3599.25,54,30.404409,Residential,Wood,3
293306,FL,SANTA ROSA COUNTY,6750,6750,6750,5025.24,135,30.404409,Residential,Wood,3
803029,FL,SANTA ROSA COUNTY,630,630,630,727.9,12.6,30.404409,Residential,Wood,3
762838,FL,SANTA ROSA COUNTY,540,540,540,928.81,10.8,30.404409,Residential,Wood,3
363327,FL,SANTA ROSA COUNTY,450,450,450,344.39,9,30.404409,Residential,Wood,3
986261,FL,SANTA ROSA COUNTY,450,450,450,597,9,30.404409,Residential,Wood,3
548580,FL,SANTA ROSA COUNTY,450,450,450,368.8,9,30.404409,Residential,Wood,3
509731,FL,SANTA ROSA COUNTY,625623.3,0,0,511229.33,0,30.40319,Residential,Masonry,1
484834,FL,SANTA ROSA COUNTY,371823.3,0,0,567701.67,0,30.41276,Residential,Masonry,1
122008,FL,SANTA ROSA COUNTY,393086.7,0,0,309170.55,0,30.43096,Residential,Masonry,1
921072,FL,SANTA ROSA COUNTY,228772.8,0,0,199266.6,0,30.464964,Residential,Wood,1
118775,FL,SANTA ROSA COUNTY,349906.5,0,0,600607.51,0,30.41028,Residential,Wood,1
890187,FL,SANTA ROSA COUNTY,36866.1,0,0,50748.04,0,30.40345,Residential,Wood,1
236212,FL,SANTA ROSA COUNTY,5573795.2,0,0,5019759.95,0,30.404652,Commercial,Reinforced Masonry,1
178895,FL,SANTA ROSA COUNTY,24518.7,24518.7,24518.7,21962.67,0,30.40365,Residential,Wood,1
747032,FL,SANTA ROSA COUNTY,539077.04,0,0,800669.57,0,30.419,Residential,Masonry,4
439901,FL,OKALOOSA COUNTY,1150983,1150983,1150983,1504703.1,0,30.9584,Residential,Masonry,1
319811,FL,OKALOOSA COUNTY,3362166,3362166,3362166,4327107.64,0,30.9584,Commercial,Reinforced Masonry,1
589603,FL,OKALOOSA COUNTY,94815,94815,94815,117400.41,1896.3,30.9584,Residential,Wood,1
423979,FL,OKALOOSA COUNTY,14868,14868,14868,10661.84,0,30.9584,Residential,Wood,1
267496,FL,OKALOOSA COUNTY,20772,20772,20772,23680.08,0,30.9584,Residential,Wood,1
650047,FL,OKALOOSA COUNTY,5922,5922,5922,5088.47,0,30.9584,Residential,Wood,1
208827,FL,OKALOOSA COUNTY,21573,21573,21573,24708.42,0,30.9584,Residential,Wood,1
620122,FL,OKALOOSA COUNTY,64746,64746,64746,71645.85,0,30.9584,Residential,Wood,1
151435,FL,OKALOOSA COUNTY,22095,22095,22095,30850.76,441.9,30.9584,Residential,Wood,1
205460,FL,OKALOOSA COUNTY,666,666,666,676.12,0,30.9584,Residential,Wood,1
243233,FL,OKALOOSA COUNTY,8649,8649,8649,12234.01,0,30.9584,Residential,Wood,1
552449,FL,OKALOOSA COUNTY,9342,9342,9342,7296.63,0,30.9584,Residential,Wood,1
220813,FL,OKALOOSA COUNTY,387,387,387,402.12,0,30.9584,Residential,Wood,1
127639,FL,OKALOOSA COUNTY,387,387,387,605.65,0,30.9584,Residential,Wood,1
573969,FL,OKALOOSA COUNTY,387,387,387,382,0,30.9584,Residential,Wood,1
575195,FL,OKALOOSA COUNTY,279,279,279,457,0,30.9584,Residential,Wood,1
948265,FL,OKALOOSA COUNTY,279,279,279,431.19,0,30.9584,Residential,Wood,1
146250,FL,OKALOOSA COUNTY,4563,4563,4563,6924.65,0,30.9584,Residential,Wood,1
759199,FL,OKALOOSA COUNTY,4563,4563,4563,5570.41,0,30.9584,Residential,Wood,1
827727,FL,OKALOOSA COUNTY,6336,6336,6336,7867.07,0,30.9584,Residential,Wood,1
220170,FL,OKALOOSA COUNTY,1782,1782,1782,2538.88,0,30.9584,Residential,Wood,1
244162,FL,OKALOOSA COUNTY,243,243,243,253.44,0,30.9584,Residential,Wood,1
563935,FL,OKALOOSA COUNTY,243,243,243,224.48,0,30.9584,Residential,Wood,1
773743,FL,OKALOOSA COUNTY,243,243,243,262.61,0,30.9584,Residential,Wood,1
201974,FL,OKALOOSA COUNTY,4806,4806,4806,4200.79,0,30.9584,Residential,Wood,1
775396,FL,OKALOOSA COUNTY,6714,6714,6714,9616.92,0,30.9584,Residential,Wood,1
140969,FL,OKALOOSA COUNTY,333,333,333,276.87,0,30.9584,Residential,Wood,1
604182,FL,OKALOOSA COUNTY,404727.3,0,0,544924.84,0,30.900801,Residential,Masonry,1
184393,FL,WALTON COUNTY,127132.96,0,0,96582.4,0,30.969753,Residential,Wood,1
260035,FL,OKALOOSA COUNTY,158031.76,0,0,154491.84,0,30.975765,Residential,Wood,1
112721,FL,OKALOOSA COUNTY,227930.25,0,0,161146.69,0,30.975765,Residential,Wood,1
284825,FL,OKALOOSA COUNTY,110622.23,0,0,105049.08,0,30.962245,Residential,Wood,3
698550,FL,ESCAMBIA COUNTY,1067022,1067022,1067022,1095778.24,0,30.8939,Residential,Masonry,4
870170,FL,ESCAMBIA COUNTY,72837,72837,72837,78174.5,0,30.8939,Residential,Wood,4
655013,FL,ESCAMBIA COUNTY,8505,8505,8505,9790.72,170.1,30.8939,Residential,Wood,4
596127,FL,ESCAMBIA COUNTY,72837,72837,72837,97281.1,0,30.8939,Residential,Wood,4
352580,FL,ESCAMBIA COUNTY,62100,62100,62100,44218.31,1242,30.8939,Residential,Wood,4
664195,FL,ESCAMBIA COUNTY,72837,72837,72837,67340.14,0,30.8939,Residential,Wood,4
335018,FL,ESCAMBIA COUNTY,5724,5724,5724,7157.75,0,30.8939,Residential,Wood,4
597159,FL,ESCAMBIA COUNTY,3573,3573,3573,3901.76,0,30.8939,Residential,Wood,4
640087,FL,ESCAMBIA COUNTY,5040,5040,5040,5106.69,100.8,30.8939,Residential,Wood,4
838926,FL,ESCAMBIA COUNTY,2313,2313,2313,3415.74,0,30.8939,Residential,Wood,4
134978,FL,ESCAMBIA COUNTY,51435,51435,51435,72871.31,1028.7,30.8939,Residential,Wood,4
579782,FL,ESCAMBIA COUNTY,17280,17280,17280,20516.2,345.6,30.8939,Residential,Wood,4
231046,FL,ESCAMBIA COUNTY,2880,2880,2880,3499.82,57.6,30.8939,Residential,Wood,4
558804,FL,OKALOOSA COUNTY,200651.22,0,0,247571.5,0,30.412039,Residential,Wood,3
910469,FL,OKALOOSA COUNTY,835892.64,0,0,1371031.11,0,30.412039,Residential,Masonry,3
866798,FL,OKALOOSA COUNTY,71198.82,0,0,91233.03,0,30.412039,Residential,Wood,3
994155,FL,OKALOOSA COUNTY,1894239,1894239,1894239,2510215.22,0,30.41213,Commercial,Reinforced Masonry,1
679536,FL,OKALOOSA COUNTY,6363,6363,6363,10276.56,0,30.41213,Residential,Wood,1
355407,FL,OKALOOSA COUNTY,76140,76140,76140,123089.07,1522.8,30.41213,Residential,Wood,1
929538,FL,OKALOOSA COUNTY,86553,86553,86553,141419.38,0,30.41213,Residential,Wood,1
251349,FL,OKALOOSA COUNTY,86553,86553,86553,91418.14,0,30.41213,Residential,Wood,1
386365,FL,OKALOOSA COUNTY,2529,2529,2529,3397.21,0,30.41213,Residential,Wood,1
969393,FL,OKALOOSA COUNTY,5040,5040,5040,8244.63,100.8,30.41213,Residential,Wood,1
280408,FL,OKALOOSA COUNTY,1440,1440,1440,1941.9,28.8,30.41213,Residential,Wood,1
484058,FL,OKALOOSA COUNTY,1530,1530,1530,2242.73,30.6,30.41213,Residential,Wood,1
141109,FL,OKALOOSA COUNTY,2205,2205,2205,1937.03,44.1,30.41213,Residential,Wood,1
